"sensor_id","dist_res_m","dist_ter_m","dist_sec_m","dist_pri_m","residential","grass","retail","commercial","industrial","brownfield","religious","construction","meadow","forest","farmland","recreation_ground","plant_nursery","railway","cemetery","farmyard","military","village_green","others"
"20443","9.05790011282231","842.3624190387491","188.9727945747519","995.4119790770761","0.0207","0.0219","0.0008","0.0204","0.0019","0.4541","0.0495","0","0","0","0","0","0","0","0","0","0","0","0"
"20461","15.210570007381401","507.79012365632974","763.8324715282495","2177.396147472548","0.0064","0.0002","0.0000","0.0061","0.0003","0.0008","0.1988","0.0030","0","0","0","0","0","0","0","0","0","0","0"
"20700","41.239195987121974","617.5497444971261","39.05206892425693","1050.8764773325886","0.0004","0.0262","0.0009","0.0038","0.0001","0.0019","0.4629","0.0169","0","0","0","0","0","0","0","0","0","0","0"
"20704","28.438469997634893","691.2526035546977","1145.2862572704612","1869.4887129529277","0.0033","0.0002","0.0000","0.0061","0.0003","0.0008","0.1426","0.0030","0","0","0","0","0","0","0","0","0","0","0"
"20777","44.51952332469852","75.04158267433725","191.74226145456464","3268.6502413426083","0.2452","0.0060","0.0040","0.0004","0.3464","0.0101","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20819","92.85950897314281","549.2157014815245","9781.094996565424","1690.736377063859","0.0005","0.0002","0.0016","0.0158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20835","29586.04408687307","29377.681599102176","29529.718596160023","28673.026369661908","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21293","28.100507445330802","167.81416958932465","574.2847696934703","1065.27867905306","0.0035","0.0000","0.0031","0.0008","0.0057","0.0004","0.0009","0.2691","0.0045","0","0","0","0","0","0","0","0","0","0"
"21303","21.923157733852936","335.85760697559124","68.2384726503181","382.0978703721684","0.0002","0.2033","0.0014","0.0181","0.0006","0.0001","0.5485","0.0155","0","0","0","0","0","0","0","0","0","0","0"
"21315","31.100819920195498","288.3804866822308","323.7431587958772","1619.1329988151467","0.0070","0.0003","0.0002","0.0047","0.0022","0.0014","0.0029","0.3870","0.0032","0","0","0","0","0","0","0","0","0","0"
"21403","25417.76595925873","25176.444333324074","25453.324383063216","24686.203686003482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21607","25.75962737649802","1132.9530691489258","382.66608066916956","3462.216900442807","0.0009","0.1016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21797","34.84440044985481","844.928188268887","149.75973918171997","973.5426896162273","0.0188","0.0219","0.0005","0.0192","0.0019","0.0000","0.4557","0.0495","0","0","0","0","0","0","0","0","0","0","0"
"22083","0.6220998513780911","529.141183464968","161.256373308828","3021.5764342613948","0.2392","0.0001","0.0011","0.0260","0.0004","0.2414","0.0101","0","0","0","0","0","0","0","0","0","0","0","0"
"22163","25.965321203390683","1137.3054348023693","382.5459739420618","3457.637324432696","0.0009","0.1015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22167","102.43817102496737","278.057382699445","2605.2282035231215","3110.5154514418887","0.0001","0.0012","0.0581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22235","1.5427749983592345","512.2766800978558","123.69049755779437","2988.6364721382083","0.2386","0.0001","0.0011","0.0277","0.0004","0.2419","0.0101","0","0","0","0","0","0","0","0","0","0","0","0"
"22317","975.2661986568716","27.463909687946547","1599.3352653150966","1149.1544725802446","0.0028","0.0221","0.0009","0.0177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22567","100.26930234415939","427.31995119100736","564.1793241459375","2188.327466053292","0.0003","0.0004","0.0160","0.0001","0.0038","0.1512","0.0034","0","0","0","0","0","0","0","0","0","0","0","0"
"22675","16.568888966839943","126.90205523402281","80.1394034873758","271.99966112614703","0.0008","0.1470","0.0036","0.0012","0.0308","0.0028","0.0001","0.4537","0.0484","0","0","0","0","0","0","0","0","0","0"
"22683","21.843392163927216","74.20501501027415","1274.5818879081194","2174.671842778684","0.0483","0.0048","0.0756","0.1254","0.0241","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22691","1.5978238686251218","405.5705217501127","295.7589712818283","152.6761953654647","0.0134","0.0021","0.0004","0.0472","0.0007","0.5153","0.0486","0.0001","0","0","0","0","0","0","0","0","0","0","0"
"22707","38.475260195875705","25.853393207766274","305.53631362409976","162.74693414819947","0.0003","0.0013","0.0026","0.1044","0.0059","0.0011","0.1207","0.0874","0","0","0","0","0","0","0","0","0","0","0"
"22727","31.09693818570708","54.55806552522871","255.10549993384845","1367.5707853672482","0.0020","0.0006","0.0012","0.0152","0.0005","0.1092","0.0209","0","0","0","0","0","0","0","0","0","0","0","0"
"23089","405.6719646384859","154.35131080128397","453.9194975741449","30.654366744447454","0.0367","0.0179","0.0009","0.0029","0.0022","0.0018","0.0002","0.1890","0","0","0","0","0","0","0","0","0","0","0"
"23123","27354.725179972942","27125.672317619024","27409.147706015137","26645.490145394313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23181","37.36883594477291","176.1965907087786","9.155041292269011","925.7329873966086","0.0009","0.0001","0.0053","0.0013","0.0000","0.0007","0.3161","0","0","0","0","0","0","0","0","0","0","0","0"
"23199","7.5996001362835015","115.75816983377439","13.490484313431075","874.1436871253793","0.0009","0.0001","0.0053","0.0014","0.0000","0.0007","0.3200","0","0","0","0","0","0","0","0","0","0","0","0"
"23217","74.3561905567057","2561.404268619421","92.96593130505674","1279.4212769709925","0.0000","0.0088","0.0759","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23237","18.251777059147468","420.45589537129564","6.342965532985418","999.2252722292277","0.0014","0.0195","0.0001","0.0005","0.1702","0.0010","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23241","1.294070969875929","113.45200587925666","467.6121742973079","266.0225588327004","0.0231","0.0021","0.0179","0.5377","0.0714","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23253","54.13000076923184","26.47547985426792","580.8889592493676","137.30878351348255","0.0021","0.0004","0.0002","0.3366","0.0185","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23263","21.309549918343357","91.65702772718527","54.62487936912609","518.7744237207004","0.0217","0.0022","0.0190","0.0004","0.0000","0.4403","0.0833","0.0061","0","0","0","0","0","0","0","0","0","0","0"
"23291","24.641541326991614","192.6387930555069","416.15747129883874","117.98833508568298","0.0012","0.0009","0.0002","0.4339","0.0270","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23295","22.285502083398622","77.69977874434004","430.1845709401394","724.1387316412283","0.0018","0.0347","0.0007","0.3199","0.0162","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23347","33.9949174016745","264.57375309139206","68.60293389169503","776.6009190393168","0.0034","0.0050","0.0012","0.4658","0.0740","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23423","8.330336747768014","127.62417440563682","90.23646398494839","1475.2104359104578","0.0016","0.0021","0.0007","0.3764","0.0077","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23427","26.262870092077605","22.684728744867755","509.66871407559887","461.8336154486768","0.0187","0.0021","0.0256","0.4295","0.0757","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23429","36.00587474017741","555.966671458389","194.60051611288017","49.60250410589425","0.0076","0.0013","0.0010","0.0524","0.0007","0.4132","0.0349","0.0001","0","0","0","0","0","0","0","0","0","0","0"
"23611","34711.59907274104","34610.57686697899","34576.068340108766","33619.807716129515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23635","0.505912701438438","0.6873218042956245","505.02423796762554","431.99257619231076","0.0003","0.0127","0.0346","0.0014","0.0005","0.0008","0.0021","0.6654","0.0408","0","0","0","0","0","0","0","0","0","0"
"23683","399.25613692537286","163.7754023976974","446.2016465645669","30.439080717648924","0.0356","0.0179","0.0009","0.0030","0.0022","0.0018","0.0002","0.1882","0","0","0","0","0","0","0","0","0","0","0"
"23919","11.38320586454449","325.61469885034984","1583.1726373571962","376.37973321462357","0.0877","0.0179","0.0009","0.0021","0.0004","0.0018","0.0002","0.2197","0","0","0","0","0","0","0","0","0","0","0"
"23949","8.453051256916016","132.3834628063801","782.8844103116792","1878.791379190353","0.1624","0.0001","0.0004","0.0086","0.0002","0.0004","0.2499","0.0061","0","0","0","0","0","0","0","0","0","0","0"
"23963","10.537594106781453","151.2094658304298","800.863035209808","1852.7923693012494","0.1578","0.0001","0.0004","0.0087","0.0003","0.0004","0.2530","0.0055","0","0","0","0","0","0","0","0","0","0","0"
"23997","352.1651318455348","990.8414861454094","1009.2255356013414","1921.6522982657616","0.0022","0.0024","0.0208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24021","17.164059443395708","301.9919783682377","56.205857580079204","411.81633245713465","0.0227","0.1185","0.4841","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24123","28.353417668454664","96.31142448598112","709.0817225524928","116.06998242631633","0.0007","0.0007","0.0378","0.0032","0.0002","0.0035","0.0128","0.0000","0.0003","0.0009","0.0015","0.0041","0.2306","0.0805","0","0","0","0","0"
"24193","30.8644885957512","271.19508379546824","7475.271660617815","1915.4538795253955","0.0006","0.0024","0.0003","0.0059","0.0031","0.0258","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24197","56.37594201384702","467.4564025319301","6846.002901370321","4266.261026783496","0.0108","0.0003","0.0363","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24709","12.52341104589733","521.4082006827979","1865.547041687989","1784.8875737291544","0.0011","0.0009","0.0116","0.0022","0.5528","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25061","60.660412462016886","204.26638425516205","187.55475915790853","40.8338652359618","0.0015","0.0001","0.0004","0.0074","0.1289","0.0088","0.0184","0.0069","0.0328","0.0096","0","0","0","0","0","0","0","0","0"
"25413","26.730354911705664","58.96202933854695","295.1006892492981","748.6902100217587","0.0072","0.0272","0.0001","0.0118","0.2360","0.0015","0.4181","0","0","0","0","0","0","0","0","0","0","0","0"
"25639","31580.644173346525","31437.600263217675","31475.793819599083","30554.112109566977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25713","1.826402769260256","233.27792204879083","301.23633174476794","212.29054201712165","0.0119","0.0043","0.0000","0.0002","0.6929","0.0664","0.0009","0","0","0","0","0","0","0","0","0","0","0","0"
"25807","1.3172916185781536","202.16688204926433","172.11155815142226","513.4170211826846","0.0008","0.0041","0.0048","0.0003","0.0310","0.0050","0.0002","0.4076","0.0651","0","0","0","0","0","0","0","0","0","0"
"25837","20.71355541003362","153.71815268993657","790.3194867557214","120.54481650225408","0.0016","0.0010","0.0006","0.0296","0.0194","0.1355","0.0249","0","0","0","0","0","0","0","0","0","0","0","0"
"25851","19752.63436747955","19677.696656610944","19831.697588873743","19908.034127108127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26033","22374.942174675616","22565.385181189344","22506.205865545468","21873.869224852893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26047","13552.422353928161","16801.58647630074","14772.95122396177","15122.336180739672","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26107","55.06603816452154","480.46755684155767","6861.496236171874","4250.967480062328","0.0108","0.0003","0.0360","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26149","81.16505336933618","99.91913880586237","6609.496597868751","2142.3983530821897","0.0006","0.0030","0.0003","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26157","11.927062488448763","41.551467959378876","451.64950087952474","630.4082371908607","0.0009","0.0034","0.0053","0.0036","0.0002","0.0006","0.0007","0.3880","0","0","0","0","0","0","0","0","0","0","0"
"26179","29168.44532266331","29044.783858883937","29050.12766868467","28113.26347760462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26202","20376.080974045748","20217.36453868994","20657.07408391008","20626.52114187772","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26317","25654.097585855343","25752.01206244704","25581.9980225777","25662.91212700057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26473","15.776897324305375","174.72256326747194","702.9783339586658","309.02589341525976","0.0056","0.0013","0.0006","0.0428","0.0024","0.0080","0.1793","0.0439","0","0","0","0","0","0","0","0","0","0","0"
"26479","5.1754695417275025","925.8255173302085","810.0457654947811","762.9836356071218","0.0004","0.0108","0.0024","0.0001","0.0001","0.1789","0.0324","0","0","0","0","0","0","0","0","0","0","0","0"
"26487","1049.705817974709","1162.544200486134","1625.0020191140104","628.2932221878275","0.0000","0.0568","0.0592","0.0144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26505","59.65040518265666","161.23464686725657","678.9269840543101","230.08495862342426","0.0005","0.0025","0.0002","0.0002","0.0005","0.3824","0.0015","0","0","0","0","0","0","0","0","0","0","0","0"
"26521","21942.50776443799","21788.918190298013","22197.68239095617","22138.77198470135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26527","20.25449567476443","613.4332439914041","150.55809658375716","1127.726068840934","0.0353","0.0015","0.0001","0.0038","0.4258","0.0028","0.0836","0.0181","0","0","0","0","0","0","0","0","0","0","0"
"26809","367.389563577385","113.73912732697764","525.024028324969","80.86569295619957","0.0415","0.0179","0.0009","0.0026","0.0022","0.0018","0.0002","0.1891","0","0","0","0","0","0","0","0","0","0","0"
"26815","370.9878657075841","63.081075943302245","553.8928000387818","84.28235123407053","0.0473","0.0179","0.0009","0.0023","0.0022","0.0018","0.0002","0.1951","0","0","0","0","0","0","0","0","0","0","0"
"26841","361.23136749343274","89.53605615141998","545.3387535500734","88.02704411380657","0.0445","0.0179","0.0009","0.0024","0.0022","0.0018","0.0002","0.1915","0","0","0","0","0","0","0","0","0","0","0"
"26953","18152.742325709358","18258.10251758237","18307.885258081278","18044.80207592741","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26955","1.353243092300362","5.977767532117162","301.0532156470112","451.2547683173137","0.0035","0.0019","0.0001","0.1499","0.0004","0.5268","0.0037","0","0","0","0","0","0","0","0","0","0","0","0"
"26973","34702.616231142645","37605.337603052765","35311.34007441462","36405.907801643945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27049","31.82824312371517","104.85184629961824","385.3477046752908","1000.268987835015","0.0003","0.1236","0.0021","0.0016","0.0047","0.0000","0.0002","0.0056","0.0028","0.5234","0.0309","0","0","0","0","0","0","0","0"
"27075","19693.173229341737","19580.687985618104","19865.98197277336","19940.520728679036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27089","21735.24312890784","21588.66692057924","21974.63705092578","22013.89496818835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27099","77.6799449531848","15.815306324342503","484.69875166503994","779.7678458351078","0.0751","0.0047","0.0000","0.0081","0.0049","0.8100","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27101","12.141944702541496","1104.1560288611902","408.9805393893637","208.35003502554378","0.0019","0.1500","0.0008","0.0673","0.0011","0.2783","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27109","13.15750785903382","1372.7730873303387","254.46828817832952","210.42929874442822","0.0790","0.0088","0.0113","0.0005","0.1522","0.0356","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27113","15.420633097151494","18.481792953331762","420.03223487498","397.1376996096714","0.0422","0.0107","0.0004","0.0003","0.6978","0.0185","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27125","15162.99249280569","18349.84563442493","16707.889449846123","16520.28101763782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27145","28370.842287746","28148.104108491836","28325.762896294385","27486.18638798555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27179","26.374248313326788","355.47145658472","107.38278789108846","1084.592561003467","0.0385","0.0015","0.0001","0.0102","0.3346","0.0026","0.0836","0.0181","0","0","0","0","0","0","0","0","0","0","0"
"27235","20.60626500313434","0.8751490516871884","0.9039112003668475","0.23200047403680704","0.0002","0.0178","0.0461","0.0030","0.0066","0.0013","0.0016","0.0131","0.0021","0.0038","0.0018","0.1145","0.0231","0","0","0","0","0","0"
"27295","673.0492521290877","1307.390132967733","917.6011523196266","91.7090374481352","0.0627","0.0072","0.4201","0.1137","0.0770","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27375","47.55196090075376","272.1755215974213","671.4222341082993","44.14142015644607","0.0002","0.0143","0.8074","0.0126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27429","42.40207516091145","393.14924796540276","530.504038832158","1736.075138584355","0.0002","0.0001","0.4151","0.0143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27447","21852.42061979606","21683.058507814032","22147.448346872563","21903.081656538234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27457","0.8095003204196403","246.1582992505597","622.1286803112324","1003.0942326837983","0.0002","0.0019","0.0052","0.0001","0.0101","0.1396","0.0011","0.0047","0.3604","0.0166","0","0","0","0","0","0","0","0","0"
"27685","15.794321681445428","1963.3128483318765","1410.049279116533","841.5561071197224","0.0016","0.0022","0.0002","0.7988","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28189","17.651651546000775","366.8000791581565","61.016721445142394","1687.5014015822796","0.0092","0.0023","0.0001","0.0002","0.0003","0.0001","0.0600","0.0193","0","0","0","0","0","0","0","0","0","0","0"
"28253","8651.548668600311","8837.92130207252","8807.090770546154","7780.3230677833835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28311","5372.605368730801","5826.0603320342925","5530.7319822616555","5372.605368730801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28363","44.316329851128046","8.772640033039036","450.0163794511072","1007.0016061404464","0.0000","0.0055","0.0007","0.0025","0.0001","0.0007","0.0006","0.2218","0.0021","0","0","0","0","0","0","0","0","0","0"
"28407","23010.42577631282","22968.038266028812","22868.08649399477","21889.48019089336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28449","0.7425576288311009","97.53830108201679","449.12754915012334","4.5600756247003975","0.0009","0.0003","0.5660","0.0311","0.0134","0.0016","0.0004","0.2003","0","0","0","0","0","0","0","0","0","0","0"
"28457","1.7091819340192467","143.20594530542425","610.0243170312917","385.3476993626362","0.0109","0.0045","0.6015","0.0430","0.0314","0.0004","0.1369","0.0004","0","0","0","0","0","0","0","0","0","0","0"
"28465","3.2920920983933386","63.07170815311938","464.91074048750545","736.3345313370627","0.0012","0.0002","0.9961","0.0001","0.0566","0.0016","0.0000","0.1509","0","0","0","0","0","0","0","0","0","0","0"
"28469","3.5880356329153855","5.384773963516034","430.44609637371184","195.3024711131097","0.0011","0.0020","0.5559","0.0368","0.0180","0.0016","0.0004","0.1813","0","0","0","0","0","0","0","0","0","0","0"
"28471","3.8719597893874425","206.42993609900665","615.9554769527916","206.85399579891663","0.0003","0.1801","0.0024","0.0016","0.0007","0.2305","0.0109","0","0","0","0","0","0","0","0","0","0","0","0"
"28475","104.18124490373157","0.6755103516444326","112.43153144984583","426.81726585594544","0.0001","0.0002","1.1219","0.0017","0.0016","0.1289","0.0064","0","0","0","0","0","0","0","0","0","0","0","0"
"28477","2.449346580534508","189.42922989398886","550.3552045348627","4.09373083715775","0.0003","0.0003","0.5105","0.0296","0.0051","0.0016","0.0004","0.2040","0","0","0","0","0","0","0","0","0","0","0"
"28503","1.937400772659118","476.64999014868226","1862.79931250413","223.94644817326767","0.0045","0.0012","0.0383","0.0221","0.0296","0.0010","0.0002","0.1469","0.0522","0","0","0","0","0","0","0","0","0","0"
"28515","17.382062855650297","200.71278755870313","366.18004254921846","696.6617195848512","0.0182","0.0019","0.0003","0.0002","0.4694","0.0532","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28529","428.12474439527995","227.1486660028448","422.60634293062276","164.3145883496145","0.0488","0.0001","0.2507","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28541","22145.36879973512","22462.67159140321","22256.702395015072","21326.65163461362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28547","14.180346749996314","300.8345373525841","364.72930006752426","798.1131342532686","0.0001","0.4804","0.4383","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28561","35624.932231556886","38333.31315643215","36151.70171183377","37353.39159631686","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28593","21862.880009582845","21743.313345172566","22013.01535839233","21696.54684049751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28895","8983.738626890694","9320.563330521622","8818.593308292806","9280.746611019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28935","24780.163638733527","24580.36834203764","24718.576175355738","23856.107503879008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28959","25296.736804881606","25119.01910239475","25218.575110543625","24332.733514709318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28973","106.92429093542745","244.03216341267918","477.885363721262","309.5813469966752","0.0208","0.0052","0.0053","0.5876","0.0554","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29179","28460.1550850685","28299.213915829805","28368.94021362043","27464.881944188917","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29191","12.80910650301954","132.41930021497637","1387.2946787281542","369.1094907629649","0.0057","0.0028","0.0006","0.0000","0.0055","0.5086","0.0395","0","0","0","0","0","0","0","0","0","0","0","0"
"29193","29043.77068041384","28883.998870895968","28951.580422803283","28046.12138727815","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29197","4279.337496058029","4459.1935545781325","4279.337496058029","8271.650937596078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29199","1.7689386454780605","2.024439806582242","100.92133900991081","797.2835957944869","0.0090","0.0002","0.0011","0.0001","0.0069","0.0085","0.6286","0.0070","0.0002","0","0","0","0","0","0","0","0","0","0"
"29201","227.20408492803998","229.2846403690955","395.19536203642355","236.475067234007","0.0016","0.1190","0.0117","0.0009","0.0128","0.0009","0.0180","0.0279","0.0424","0","0","0","0","0","0","0","0","0","0"
"29215","44.77758367411551","244.5598477715709","333.7573572058428","172.0631693007352","0.0022","0.0014","0.0165","0.0037","0.3776","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29225","21267.78004586003","21114.404529889922","21527.839544206676","21520.986047984294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29229","30.479095629541035","76.4982272719643","1272.7941274358598","664.92913239041","0.0076","0.0044","0.0006","0.0063","0.5731","0.0498","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29235","30.517804751271402","310.9304864991335","19.69878145624979","109.21887935002954","0.0011","0.4756","0.0072","0.0002","0.0037","0.0047","0.0007","0.0295","0.0384","0","0","0","0","0","0","0","0","0","0"
"29241","75.48813422123227","59.001812289457966","20.947495860276778","108.61283297436397","0.0012","0.4087","0.0084","0.0002","0.0044","0.0052","0.0005","0.0029","0.0313","0.0388","0","0","0","0","0","0","0","0","0"
"29265","52.08761897744077","260.362269865341","318.50524482567835","2313.008634255506","0.0006","0.0022","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29295","5.52018936234964","280.00372081607856","269.0573860311914","389.6112233620708","0.0005","0.0014","0.0206","0.0121","0.0002","0.0056","0.0752","0.0001","0.0003","0.0045","0.4210","0.0781","0","0","0","0","0","0","0"
"29433","27336.423285747413","27178.78916364075","27243.081666102153","26336.635893005412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29451","18233.91294076883","18580.46873644251","18336.14133363751","17437.499228199173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29465","24.701073150066954","213.18446361324078","187.4404197004734","23.251742330981408","0.0009","0.2890","0.0053","0.0002","0.0028","0.0042","0.0005","0.0001","0.0448","0.0483","0","0","0","0","0","0","0","0","0"
"29489","12.190411426082964","150.09262039972202","254.08013021143816","846.4888915679132","0.0003","0.1393","0.0021","0.0022","0.0074","0.0000","0.0007","0.0056","0.0032","0.5054","0.0311","0","0","0","0","0","0","0","0"
"29547","61.926042861885634","219.90888948708576","182.18389384079003","799.460900773251","0.0004","0.1192","0.0026","0.0006","0.0020","0.0001","0.0003","0.0003","0.5891","0.0276","0","0","0","0","0","0","0","0","0"
"29555","45.41828652527299","157.274383334189","771.7237249047913","767.6283807356974","0.0009","0.0018","0.0002","0.0002","0.0005","0.3537","0.0015","0","0","0","0","0","0","0","0","0","0","0","0"
"29637","113.03569722610503","288.08299432456977","352.6470194934283","287.2948151984268","0.0084","0.0059","0.0051","0.0088","0.0002","0.0049","0.1277","0.0220","0","0","0","0","0","0","0","0","0","0","0"
"29697","327.7247616888304","478.98918965533437","309.9334677438968","296.9619671353892","0.0003","0.0036","0.0022","0.0151","0.0098","0.0105","0.0081","0.0138","0.0086","0.7364","0.0265","0","0","0","0","0","0","0","0"
"29843","25805.111438942535","25626.251715646413","25727.647488144274","24842.557499615898","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29957","9.573911334624587","253.5089256101941","1262.9724554056468","228.92389563486236","0.0046","0.0008","0.0096","0.0002","0.6208","0.0045","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30057","6.5567820090910285","93.7345238314417","70.8825156711573","710.7782206097253","0.0002","0.0279","0.0049","0.0011","0.0002","0.2247","0.0609","0.0000","0","0","0","0","0","0","0","0","0","0","0"
"30183","458.0503272504389","248.34381463130137","125.43746828691678","52.418635408832","0.0025","0.0001","0.1594","0.0105","0.0002","0.0042","0.0745","0.0260","0.0028","0.0377","0.0156","0","0","0","0","0","0","0","0"
"30391","0.2660903991992852","402.75591323924016","2180.358627063028","201.03204978551702","0.0014","0.2384","0.0071","0.0766","0.0687","0.0004","0.2528","0.0119","0","0","0","0","0","0","0","0","0","0","0"
"30643","14.39004131993329","276.35540993270376","1197.7596243558758","222.1135712380125","0.0072","0.0481","0.0035","0.0265","0.0011","0.0043","0.6312","0.0492","0","0","0","0","0","0","0","0","0","0","0"
"30731","54.67620504785933","147.99278267068595","773.187516660773","767.926001565368","0.0009","0.0018","0.0002","0.0002","0.0005","0.3542","0.0015","0","0","0","0","0","0","0","0","0","0","0","0"
"30737","54.715023419783435","218.6095630067178","189.389379843684","792.2398044188038","0.0004","0.1182","0.0027","0.0006","0.0020","0.0001","0.0003","0.0004","0.5901","0.0284","0","0","0","0","0","0","0","0","0"
"31129","10.287984111660538","20.017389416119304","531.0831784046107","61.71639782869728","0.0122","0.0003","0.0002","0.0210","0.0000","0.0001","0.4548","0.0065","0.0007","0","0","0","0","0","0","0","0","0","0"
"31233","188.13311089381028","26.06217066058296","131.40712334695135","2492.541174650471","0.0100","0.0074","0.0094","0.0002","0.0140","0.0084","0.0035","0.0038","0.0016","0.3546","0.0023","0","0","0","0","0","0","0","0"
"31287","28592.095012252263","28584.14921193824","28574.044898979926","28653.43383628817","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31293","28582.24549788655","28574.11777598546","28564.325626050537","28643.7102398333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
