"sensor_id","dist_res_m","dist_ter_m","dist_sec_m","dist_pri_m","residential","grass","retail","commercial","industrial","brownfield","religious","construction","meadow","forest","farmland","recreation_ground","plant_nursery","railway","cemetery","farmyard","military","village_green","others"
"61521","71.33903109837713","47.29107955549491","736.9191934930602","1941.3879174705507","0.0002","0.0001","0.3515","0.0126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61561","16.11042103760885","508.9690595868692","157.14259363278163","1032.7879053019124","0.0004","0.0639","0.0015","0.0006","0.0030","0.0018","0.0002","0.0043","0.5924","0.0434","0","0","0","0","0","0","0","0","0"
"61563","20.43952704910264","513.2948677507167","158.84063107434721","1030.9671320297145","0.0004","0.0639","0.0015","0.0006","0.0030","0.0018","0.0002","0.0043","0.5926","0.0435","0","0","0","0","0","0","0","0","0"
"62417","41460.93165527565","41213.612366191526","41471.3955929818","40681.72108193359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62609","40544.78622721889","40347.18926924739","40478.6618958969","39605.54369166512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63061","15.825562961860747","63.44714543743489","326.5303108151875","701.7244635092151","0.0003","0.1092","0.0034","0.0015","0.1375","0.0265","0.0028","0.0001","0.0007","0.4514","0.0400","0","0","0","0","0","0","0","0"
"63301","1475.166331346985","80.75513536807043","11595.968440372395","8259.915044980442","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63387","0.1713641629523021","244.62382611845274","630.9977070851116","160.04519382975187","0.0148","0.0017","0.0004","0.0007","0.2773","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63395","71.2279155009792","565.9350472679672","735.543017276533","583.968114246629","0.0008","0.0082","0.0020","0.0006","0.0002","0.4681","0.0201","0.0002","0","0","0","0","0","0","0","0","0","0","0"
"64245","34.454537885052396","62.74269511126802","131.79315470257075","540.8748629757894","0.0001","0.2235","0.0019","0.0021","0.0007","0.0034","0.5483","0.0378","0","0","0","0","0","0","0","0","0","0","0"
"64375","40154.64050665219","39970.27467670225","40078.699891221164","39192.24269458093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64419","40010.68385168356","39773.90840620283","39974.412875792834","39145.11347380852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64617","3.400221965216407","800.5782114258822","1538.3154399349905","1280.5611523783607","0.0011","0.0012","0.0016","0.0033","0.0025","0.7202","0.0118","0","0","0","0","0","0","0","0","0","0","0","0"
"64765","313.263022097094","438.4853366693072","1833.3720769857612","1743.6256729671588","0.0134","0.0035","0.0003","0.1765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65247","20.522541958387368","22.135755026995255","361.1932510790585","1181.2773385166497","0.0060","0.0176","0.0118","0.0127","0.3743","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65263","16.982264933983323","154.21855967336316","1337.8883013802727","1178.1279102220942","0.0001","0.0024","0.0027","0.0063","0.2293","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66103","342.5943563521354","614.6622752120915","947.928599743031","4090.690875972987","0.0013","0.0010","0.0082","0.0001","0.0024","0.0311","0.0016","0","0","0","0","0","0","0","0","0","0","0","0"
"66979","22695.484429357635","22504.12446139227","22628.263761800343","21758.76120234589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67081","31508.091626291243","31364.51469186981","31403.641277950876","30482.454153091545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67111","18.091567124670053","58.461937026343115","525.7143142496948","755.511518595589","0.0009","0.0006","0.1448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67897","8050.685952890381","7848.4936167460855","8006.468369947682","7197.84190851786","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68247","220.00544493784557","385.89970541701","677.3135223162125","1210.9654311883971","0.0010","0.0009","0.0012","0.0030","0.0002","0.4038","0.0174","0.0002","0","0","0","0","0","0","0","0","0","0","0"
"68765","79.10108320325843","368.36216178501974","256.3474943119227","50.57235798576134","0.0006","0.0015","0.0304","0.0062","0.0085","0.0012","0.0038","0.0123","0.5128","0.0390","0","0","0","0","0","0","0","0","0"
"68851","5.019020816919801","335.13930823371027","142.6774665290932","1835.9736464498496","0.0003","0.0001","0.0003","0.0424","0.0008","0.5501","0.0001","0","0","0","0","0","0","0","0","0","0","0","0"
"69031","18857.97779805662","22559.59934410084","25388.888698745614","28285.729932371796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69169","17.49480374113164","782.5725061038576","2.273549716867615","3855.0218173450758","0.1932","0.0118","0.0081","0.0010","0.4127","0.0110","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69201","0.6089599040667794","508.0133486193184","291.63333654473985","1507.2916425349051","0.0024","0.0004","0.0014","0.5903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69409","40.11464208424675","151.9445920394144","56.26234574378818","50.41002167349289","0.0012","0.4092","0.0084","0.0002","0.0039","0.0042","0.0006","0.0010","0.0327","0.0450","0","0","0","0","0","0","0","0","0"
"69411","20.925040975507432","377.7660350718007","98.56049950342587","188.51499516547756","0.0003","0.1214","0.0026","0.0001","0.0012","0.0009","0.0032","0.5341","0.0388","0","0","0","0","0","0","0","0","0","0"
"69773","60.625636489362634","363.6301024971901","432.85650918659684","38.243567196787986","0.0003","0.0173","0.0001","0.0012","0.0000","0.5616","0.0693","0.0012","0","0","0","0","0","0","0","0","0","0","0"
"70347","45.020773848162804","43.471483059364424","47.64807290618963","276.0017753513724","0.0002","0.0014","0.0067","0.0000","0.0007","0.0805","0.0030","0","0","0","0","0","0","0","0","0","0","0","0"
"70793","35.17112842932409","272.06317285971534","207.73458398243275","760.6683354987435","0.0004","0.0556","0.0028","0.0006","0.0010","0.0272","0.0015","0.6740","0.0382","0.0001","0","0","0","0","0","0","0","0","0"
"70913","12.624603730345061","853.2559852444256","2606.741387259757","2606.741387259757","0.0011","0.0009","0.0116","0.0022","0.3189","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71099","42898.61135785507","42676.829479714324","42850.60581903963","42003.097006835436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71259","9.780734845185572","1371.86130104863","1698.7638304463107","89.03889038568597","0.0014","0.0022","0.3122","0.0005","0.0503","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71353","53.97162130756814","311.3559300189302","33.54537798843067","191.12858183444243","0.0001","0.2087","0.0023","0.0003","0.0007","0.0041","0.5378","0.0072","0","0","0","0","0","0","0","0","0","0","0"
"71409","3.3354830960626303","261.8249462412825","159.05770638000817","2480.401150789697","0.3933","0.0044","0.0003","0.0009","0.0016","0.0011","0.2708","0.0025","0","0","0","0","0","0","0","0","0","0","0"
"71433","185.68184875008592","17.895881884005146","124.3745970499662","303.52801974408766","0.0011","0.0179","0.0065","0.0001","0.0042","0.0009","0.0220","0.0195","0.0507","0","0","0","0","0","0","0","0","0","0"
"71451","3565.1549569602066","1559.0953105194649","6033.107642683204","11524.75319933862","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71657","57.78982082040081","39.20645711096293","249.9853374269532","400.3818691222478","0.0359","0.0581","0.0121","0.0007","0.0117","0.0034","0.0070","0.0002","0.0001","0.0122","0.4867","0.0665","0","0","0","0","0","0","0"
"71813","106.75715099884978","215.59949180674542","2051.822557978753","1562.0643771988737","0.0022","0.0044","0.0048","0.1881","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71975","118.0647934730461","195.3311581130033","571.811414278389","600.2224042747991","0.0001","0.0120","0.0022","0.0011","0.0007","0.0002","0.2558","0.0366","0.0000","0","0","0","0","0","0","0","0","0","0"
"72171","30.850711219022607","95.50521590258896","1110.466476585441","954.0783509091574","0.0108","0.0002","0.0015","0.0008","0.5684","0.0321","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72249","9.781420608012544","933.4836633396484","486.2545861075358","442.1495878399809","0.0018","0.0004","0.0050","0.0049","0.0001","0.0002","0.4176","0.0205","0","0","0","0","0","0","0","0","0","0","0"
"72459","3.0360022303018175","1.2545014635169291","533.596097694965","1122.696436619948","0.0007","0.0016","0.0009","0.0002","0.0000","0.0367","0.0009","0.0009","0.0010","0.5555","0.1147","0.0002","0","0","0","0","0","0","0"
"72541","31.415328544353265","79.9747504087568","287.83856838305735","747.9637488498245","0.0001","0.0023","0.0001","0.0101","0.0003","0.0006","0.0007","0.1630","0.0453","0","0","0","0","0","0","0","0","0","0"
"72701","50.047755674849654","5.749825928635435","250.35689717284976","473.7872552859479","0.0001","0.0003","0.0002","0.0012","0.0015","0.5201","0.0057","0.0007","0","0","0","0","0","0","0","0","0","0","0"
"72921","0.31389528557235186","272.44725541425066","695.6750199693668","663.3656665554746","0.0404","0.0111","0.0048","0.0003","0.0000","0.5139","0.0511","0","0","0","0","0","0","0","0","0","0","0","0"
"72985","3.0473043755273967","160.74092131487686","705.2969281019692","443.5931197224006","0.0002","0.0079","0.0779","0.0015","0.3623","0.0057","0.0007","0","0","0","0","0","0","0","0","0","0","0","0"
"72999","3.810367939384426","542.0157805750597","1272.1712927018057","1627.2096922777414","0.0105","0.0052","0.0001","0.0035","0.0013","0.5041","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73135","18.44006618380513","311.14504293529023","908.4345920897323","902.3560374588399","0.0001","0.0416","0.0006","0.0006","0.0185","0.0001","0.0046","0.0013","0.6053","0.0173","0","0","0","0","0","0","0","0","0"
"73229","5.5791444678769695","1740.3787286157794","1095.5172429390864","173.31253055014295","0.0005","0.0007","0.0027","0.0022","0.0055","0.0007","0.0028","0","0","0","0","0","0","0","0","0","0","0","0"
"73313","40.16334340558248","555.1143925937254","112.48178110062662","2105.387353263149","0.0004","0.0001","0.0003","0.0426","0.0028","0.5241","0.0001","0","0","0","0","0","0","0","0","0","0","0","0"
"73363","7.96889455920355","349.40027852588","685.0591025844652","491.6176296246851","0.0008","0.0382","0.0003","0.0040","0.0003","0.0001","0.0009","0.0029","0.6370","0.0554","0","0","0","0","0","0","0","0","0"
"73439","22.644817642366416","470.65121965213007","370.8168968303814","158.2815628878535","0.0003","0.0056","0.0012","0.0014","0.0013","0.0003","0.0002","0.1000","0.0207","0","0","0","0","0","0","0","0","0","0"
"73461","1.1886751302473497","203.00200038647495","101.48020775743416","238.14453313145663","0.0007","0.0009","0.0906","0.0022","0.0030","0.0023","0.0007","0.0022","0.0001","0.0118","0.6186","0.0695","0","0","0","0","0","0","0"
"73717","12.274581813637463","50.43847164718136","705.7246505238675","577.3986016895134","0.0029","0.0022","0.0082","0.3975","0.0222","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73871","22381.018564092363","22214.759836652913","22295.414762646094","21400.861488873987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73941","11.436160060400365","196.58563512798744","441.84094608522815","883.3465414020817","0.0002","0.0587","0.0079","0.0145","0.0019","0.0151","0.0020","0.0070","0.0008","0.0027","0.4014","0.0284","0","0","0","0","0","0","0"
"74003","21.29989944267948","364.2354806051851","1167.3015594860324","1759.6484791139467","0.0000","0.0034","0.0053","0.0009","0.0001","0.2986","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74069","0.6838275295349476","865.4859011467956","250.4734027040204","804.9976560170145","0.0266","0.0018","0.0003","0.0010","0.0464","0.0001","0.0735","0.0030","0","0","0","0","0","0","0","0","0","0","0"
"74191","45.387779159168296","61.5867314020597","327.47521905596017","58.3516235519372","0.0010","0.0070","0.0015","0.0041","0.6774","0.0205","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74317","11.204218739002505","289.26724631907115","181.12053717346626","406.9995075148172","0.0004","0.0637","0.0012","0.0095","0.0019","0.0035","0.0001","0.0027","0.6198","0.0577","0","0","0","0","0","0","0","0","0"
"74331","32638.12183269282","34484.37806353817","32966.584084129274","34276.87444041464","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74385","31.553140984840816","165.7136221251994","693.7469489727204","470.1816557354417","0.0002","0.0023","0.0003","0.0015","0.0010","0.5486","0.0326","0","0","0","0","0","0","0","0","0","0","0","0"
"74417","12.377828025511564","1035.130141579645","498.46965092273246","1465.3088270184437","0.0047","0.1707","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74571","11.817437608016576","509.5098506653493","225.82386389281046","493.75405711430085","0.0191","0.0018","0.0076","0.0013","0.0151","0.6631","0.0255","0","0","0","0","0","0","0","0","0","0","0","0"
"74693","89.57369365368766","261.33428071320185","556.1580240085507","110.87399448631395","0.0009","0.0535","0.0032","0.0024","0.0265","0.0200","0.0021","0.0003","0.0002","0.3956","0.0281","0.0005","0","0","0","0","0","0","0"
"75071","0.5676035383960014","250.43745265631873","514.3411792669958","115.58180060433149","0.0416","0.0067","0.0021","0.6461","0.0245","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75095","28.26616351604906","193.1826717526198","29.69026485305746","485.6034516940223","0.0063","0.0163","0.0000","0.0003","0.0002","0.4713","0.0597","0.0002","0","0","0","0","0","0","0","0","0","0","0"
"75145","4.260829603038512","1.9971133006263175","328.96531541682333","480.8272770173982","0.0000","0.0038","0.0000","0.0009","0.2141","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75193","34612.84629340027","34501.02629347443","34481.05631635128","33520.249170709794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75335","20.453547126899885","357.2293170534864","254.22592003143788","544.3799047754056","0.0105","0.0800","0.0045","0.0050","0.5803","0.1076","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75375","15.80121756148143","769.0701939230185","203.53674729109943","804.3962674059158","0.0012","0.0014","0.0012","0.0006","0.0182","0.0003","0.0007","0.0016","0.5346","0","0","0","0","0","0","0","0","0","0"
"75441","27.296575233624235","683.9301176622401","2610.7718778437866","5628.180790908232","0.1944","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75449","57.96901324647289","310.00372951753957","909.5170052745087","520.9233120330737","0.0009","0.0012","0.0006","0.4714","0.0412","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75453","35.892008714407034","90.5444780342678","398.322212261387","702.7120646793824","0.0014","0.0008","0.0013","0.0169","0.4062","0.0137","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75541","10639.711892954901","10517.344195191072","10931.295358118434","10316.726517179144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75573","6.801343424361419","250.95001995106207","381.02253849106006","945.3999585406306","0.0115","0.0053","0.0031","0.6951","0.0137","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75631","17.30440147073852","301.60507860488644","146.58108926640668","258.01763266727687","0.0001","0.2024","0.0023","0.0007","0.0041","0.5587","0.0039","0","0","0","0","0","0","0","0","0","0","0","0"
"75645","86.57076845578665","5.222892266131517","389.463628104399","1960.5600422448092","0.0483","0.0055","0.0044","0.0002","0.0437","0.1301","0.0458","0","0","0","0","0","0","0","0","0","0","0","0"
"75703","121.01933931857485","121.00326479054596","934.5721477765585","158.08930085485753","0.0026","0.0232","0.0015","0.0021","0.4564","0.0055","0.0017","0.2718","0.0165","0","0","0","0","0","0","0","0","0","0"
"75839","53.42122277152375","311.8968820432785","33.789094638048724","191.5572887351651","0.0001","0.2087","0.0023","0.0003","0.0007","0.0041","0.5379","0.0072","0","0","0","0","0","0","0","0","0","0","0"
"75869","40062.35233142929","40156.64036336556","42167.10412729731","41684.203914272664","0.0045","0.0006","0.0190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75883","7.490347325265652","923.7430147889438","850.5898042170257","3338.99751292753","0.0048","0.0018","0.0002","0.0105","0.0023","0.0035","0.0008","0.0006","0.2612","0.0006","0","0","0","0","0","0","0","0","0"
"76043","31.32615067583496","82.1953157557222","610.7239930205832","861.3914442771328","0.0589","0.0000","0.0048","0.0062","0.0038","0.6855","0.0050","0","0","0","0","0","0","0","0","0","0","0","0"
"76123","34.44831862408138","63.00429471079835","308.4258816428476","3660.050243849393","0.2391","0.0051","0.0058","0.0004","0.2745","0.0101","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76203","1.737297643812464","151.2976534266134","56.613155613337334","2232.028885446712","0.0003","0.0043","0.0002","0.0160","0.0001","0.0033","0.1897","0.0015","0","0","0","0","0","0","0","0","0","0","0"
"76295","76.72171981911023","61.631571418496","295.93387842698775","848.1558405149805","0.0002","0.0024","0.0035","0.4565","0.1411","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76313","23.1001245630578","110.8644372967687","85.33569604670886","536.2561779644918","0.0004","0.0026","0.0066","0.0000","0.5432","0.0481","0.0007","0","0","0","0","0","0","0","0","0","0","0","0"
"76321","18.767043031367034","102.72110110337421","680.6863314716488","145.00435975480997","0.0007","0.0128","0.0791","0.0033","0.0001","0.0032","0.0129","0.0002","0.0001","0.0009","0.0012","0.0061","0.3320","0.0944","0","0","0","0","0"
"76465","0.28407426155690096","52.54431300588423","52.53205641816162","583.9446335277488","0.0042","0.0005","0.0021","0.0010","0.4382","0.0319","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76469","30.96000987544443","298.6393701899818","25.8535799059002","670.5617308731578","0.0039","0.0009","0.0011","0.0020","0.0064","0.0000","0.2560","0.1491","0.0001","0","0","0","0","0","0","0","0","0","0"
"76471","219.27469834638083","419.690823559382","849.847955074902","76.84243748900192","0.0000","0.0003","0.0312","0.3000","0.0015","0.4344","0.0173","0","0","0","0","0","0","0","0","0","0","0","0"
"76473","17.965491349966886","716.8135818082915","2570.4641755085763","5597.568313815281","0.1964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76483","191.2764592673484","2746.408650156779","3195.0163816224613","2693.4078412471904","0.1014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76511","130.70043844190036","73.28194368077632","852.4369433365949","849.9290088216818","0.0198","0.0095","0.0177","0.6542","0.0235","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76531","29.98081821410009","694.4546129929521","143.89851534377303","2689.645870105899","0.1479","0.0001","0.0011","0.0450","0.3940","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76627","9.592474533075434","457.97874677141317","143.69705647805108","585.3072805868829","0.0035","0.0021","0.0013","0.0210","0.0402","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76759","23.909183651839783","362.9250149255082","883.8668754260375","1113.970661091114","0.0015","0.0015","0.0003","0.0000","0.0096","0.0094","0.0000","0.0002","0.0633","0.0036","0","0","0","0","0","0","0","0","0"
"76833","27123.499895180852","26900.899803561108","27189.545946393064","26430.033690935736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76867","0.3376114812951075","249.40152483478653","83.869023080842","1042.1883411936847","0.0001","0.0012","0.0002","0.0005","0.0939","0.0146","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77049","61.515751175948466","674.2428472364331","677.8887770384767","403.8964906074372","0.0189","0.0098","0.0278","0.0005","0.0084","0.0069","0.5162","0.0087","0","0","0","0","0","0","0","0","0","0","0"
"77077","52.384609098094366","566.2557284125883","784.4239521355897","449.670423342726","0.0004","0.3060","0.0072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77095","83.43799137102808","194.55187750109016","863.854714586165","768.5542803910691","0.0400","0.0108","0.0120","0.0001","0.0001","0.4931","0.0123","0","0","0","0","0","0","0","0","0","0","0","0"
"77159","6614.205999219167","6552.806632172228","6623.366148553448","9789.458858248465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77167","742.0340678192107","1481.7646142018","1636.8340427489718","207.7622141726321","0.0007","0.0042","0.0022","0.0040","0.2390","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77207","40149.525471780194","39965.139605453565","40073.600272226664","39187.16451270724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77427","262.8904351879118","550.7567142269978","594.2930792896013","2618.4474740213764","0.1838","0.0218","0.0001","0.0029","0.0006","0.0008","0.0054","0.0032","0.0004","0.1040","0.0001","0","0","0","0","0","0","0","0"
"77439","30740.790902162167","33111.27595007994","31109.610831914964","32541.446286497154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77543","5.297922151408479","496.5030417831544","111.45980843271708","482.4194556145992","0.0019","0.0101","0.0113","0.0127","0.0945","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77657","2.705935826730023","261.3179488627919","518.1808374912953","104.70091397398427","0.0406","0.0067","0.0021","0.6458","0.0241","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77713","13.877051836378378","105.15849643249902","131.57287786525717","262.1395372549774","0.0004","0.0021","0.0038","0.0000","0.5535","0.0602","0.0006","0","0","0","0","0","0","0","0","0","0","0","0"
"77727","34.375876370494936","2437.070663027411","148.2293619976185","2989.012617344718","0.0978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77763","86.94157446702347","602.5641803964869","357.20610837353365","3091.9429157654786","0.3164","0.0007","0.0029","0.0012","0.0011","0.0032","0.0004","0.0790","0.0016","0","0","0","0","0","0","0","0","0","0"
"77769","79.44176802625076","41.30274066775388","282.37317199584965","558.3155387326983","0.0009","0.0087","0.0018","0.0031","0.0001","0.3843","0.0552","0","0","0","0","0","0","0","0","0","0","0","0"
"77863","21994.52545230616","21816.591696624753","22146.663979428115","21425.290304819147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78091","24.13375078012992","1833.927637659332","1503.4010235807655","3949.110529350164","0.0006","0.1312","0.0257","0.0014","0.2331","0.0010","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78105","20.581965115121005","291.21637863257956","768.0541453847228","234.5284138921832","0.0001","0.0014","0.0049","0.0029","0.0085","0.0003","0.0013","0.0011","0.2770","0.0498","0","0","0","0","0","0","0","0","0"
"78119","37.66074339445537","375.063506080496","367.0211783550933","384.44497268327103","0.0012","0.0023","0.0011","0.0007","0.2949","0.0218","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78129","15.925716659749877","181.60057527711072","123.13066512181162","428.5007412648725","0.0061","0.0011","0.0017","0.0010","0.0017","0.0052","0.0011","0.0004","0.2950","0.0287","0.0002","0","0","0","0","0","0","0","0"
"78139","53.842385056016184","196.85562642187264","203.1998817420997","733.1216243706999","0.0002","0.0026","0.0046","0.4834","0.1282","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78141","2923.9888733723596","2687.839064952545","2829.5918396010147","5779.342771556274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78213","32.71459280775276","31.784047304621282","339.53343574110676","117.3865288928608","0.0030","0.0050","0.0100","0.0046","0.0001","0.0347","0.0064","0.0000","0","0","0","0","0","0","0","0","0","0","0"
"78373","0.47181061013317044","1422.5053364608855","217.93416986801864","1521.1087692756257","0.0257","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78389","2.6110328076807403","472.654584123058","1280.4561148389719","536.0003522622759","0.0069","0.0018","0.0004","0.2606","0.0024","0.0030","0.1433","0.0430","0","0","0","0","0","0","0","0","0","0","0"
"78405","3.5952166696085937","203.43133646187798","337.81029867920523","1034.0147541194715","0.0002","0.0153","0.0006","0.0036","0.0035","0.2703","0.0342","0","0","0","0","0","0","0","0","0","0","0","0"
"78519","10.583094534543893","92.18257953734724","495.1566981198338","353.4381206798427","0.0002","0.0053","0.0042","0.0035","0.0002","0.3967","0.0419","0.0000","0","0","0","0","0","0","0","0","0","0","0"
"78521","17.547322327018595","390.5680908262564","27.64928703052905","1913.4360594852556","0.1954","0.0803","0.0001","0.0063","0.0016","0.0004","0.0064","0.0007","0.1710","0.0003","0","0","0","0","0","0","0","0","0"
"78587","27.602935759404925","37.389616993058695","1029.2530726259295","63.260625358220096","0.0085","0.0010","0.0008","0.0030","0.0004","0.0004","0.4225","0.0293","0.0022","0","0","0","0","0","0","0","0","0","0"
"78605","73.82379738426596","26.653036298113282","59.78892416380277","273.3298533085271","0.0061","0.0011","0.0009","0.0009","0.0050","0.0011","0.0004","0.3378","0.0287","0.0004","0","0","0","0","0","0","0","0","0"
"78635","5.328191885577151","321.5693588529765","381.0070894396665","2231.963689177877","0.0014","0.0010","0.0012","0.0030","0.0002","0.2831","0.0017","0.0002","0","0","0","0","0","0","0","0","0","0","0"
"78637","176.8115553846062","177.47280650276846","991.2632392670486","164.49019962065674","0.0026","0.0241","0.0015","0.0021","0.4684","0.0057","0.0017","0.2659","0.0168","0","0","0","0","0","0","0","0","0","0"
"78719","30662.64609707593","32559.57796040145","30961.848531379237","32296.625680466797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78739","23.950359173055716","75.43372855571458","329.0353672401045","63.6598254598453","0.0005","0.0839","0.0016","0.0113","0.0014","0.0026","0.0001","0.0119","0.6378","0.0632","0","0","0","0","0","0","0","0","0"
"78769","10121.725604424593","10352.44522272662","10108.18085161806","10121.725604424593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78817","30732.185264647902","33106.521522377996","31102.38024414435","32531.87719444973","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78849","4406.546409112499","4521.568217715065","4660.2799423387605","4506.786953675863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78917","9000.421137836094","8856.81574378574","9470.995659432429","10280.807321839677","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78959","36.465412494795004","140.0620821276524","63.693178123290366","279.38871484766287","0.0001","0.0101","0.0020","0.0010","0.0336","0.0008","0.0019","0.5856","0.0328","0","0","0","0","0","0","0","0","0","0"
"78981","62.48755198642051","205.36232497933025","282.11172890889935","153.24700913169627","0.0012","0.0012","0.0560","0.0001","0.0002","0.2215","0.1028","0","0","0","0","0","0","0","0","0","0","0","0"
"78993","13.538364080942848","405.713472216354","1556.5925297525084","1440.1109001811358","0.0005","0.0000","0.0002","0.0008","0.0705","0.0037","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79033","2.620568383572081","1.463853222473752","1.459798011836196","291.5775822354329","0.0000","0.1238","0.0412","0.0022","0.0005","0.3478","0.0272","0.0001","0.0008","0.4975","0.0451","0","0","0","0","0","0","0","0"
"79083","24.194163106856603","666.5518405464007","1709.46073984722","2045.1748627268423","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79085","19.90789931345448","129.39582741003943","1075.1618783290787","680.5831060845475","0.0002","0.0024","0.0005","0.0015","0.0023","0.6055","0.0334","0","0","0","0","0","0","0","0","0","0","0","0"
"79275","1.1251379570409157","317.04375114647615","601.523757396861","130.86276845445312","0.0030","0.0085","0.0020","0.0040","0.0616","0.0125","0.0022","0.3899","0.0598","0","0","0","0","0","0","0","0","0","0"
"79281","32.74744768862664","283.8853092153649","335.4817808383499","703.5502796220535","0.0035","0.0119","0.0114","0.0127","0.1465","0.0058","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79313","10.680255351857816","293.13481616118617","189.3390897509059","795.3089678197288","0.0000","0.0129","0.1513","0.0038","0.0034","0.0078","0.0002","0.0001","0.0056","0.0034","0.4487","0.0324","0","0","0","0","0","0","0"
"79335","5450.454444502787","669.0652692895477","4865.341822957993","7047.596976107551","0.0050","0.0215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
